index 1,index 2,ID 1,ID 2,correlation,distance (km)
3374,3375,FE23_northamerica_usa_mt112,FE23_northamerica_usa_mt113,0.8683778042327621,0.0
3415,3416,FE23_northamerica_usa_nj001,FE23_northamerica_usa_nj002,0.9931763240446817,0.0
3429,3455,FE23_northamerica_usa_nm024,FE23_northamerica_usa_nm055,0.9998373392446366,0.0
3514,3532,FE23_northamerica_usa_nv060,FE23_northamerica_usa_nv518,0.9640681082262826,0.0
3526,3535,FE23_northamerica_usa_nv512,FE23_northamerica_usa_nv521,0.962931953644384,0.0
3527,3534,FE23_northamerica_usa_nv513,FE23_northamerica_usa_nv520,0.9580289708937026,1.8532231170308289
3946,3947,ch2k_ZI15MER01_2,ch2k_ZI15MER01_4,1.0,0.0
3948,4286,ch2k_CO03PAL03_6,iso2k_511,1.0,0.0
3949,4285,ch2k_CO03PAL02_8,iso2k_509,1.0,0.0
3950,4489,ch2k_LI06RAR01_12,iso2k_1502,0.9999999999999999,0.0
3951,4291,ch2k_CO03PAL07_14,iso2k_521,1.0,0.0
3953,4189,ch2k_UR00MAI01_22,iso2k_94,0.999999993382913,7.450067481225913
3953,4190,ch2k_UR00MAI01_22,iso2k_98,0.999999993382913,7.450067481225913
3954,4169,ch2k_TU95MAD01_24,iso2k_20,0.9999999999999999,0.0
3955,4222,ch2k_ZI04IFR01_26,iso2k_257,1.0,0.0
3956,4382,ch2k_RE18CAY01_30,iso2k_917,1.0,0.0
3960,4345,ch2k_KU99HOU01_40,iso2k_786,0.9999999999999998,0.0
3960,4346,ch2k_KU99HOU01_40,iso2k_788,0.9997021095883626,0.0
3965,4283,ch2k_NU11PAL01_52,iso2k_505,0.9965291826467186,0.46978588358468626
3965,4309,ch2k_NU11PAL01_52,iso2k_579,0.9992710430546083,0.46978588358468626
3968,4272,ch2k_CA14TIM01_64,iso2k_473,1.0,0.7330803840277191
3973,4563,ch2k_HE08LRA01_76,iso2k_1813,1.0,0.0
3974,4546,ch2k_DA06MAF01_78,iso2k_1748,1.0,0.0
3975,4549,ch2k_NA09MAL01_84,iso2k_1754,0.9999999999999999,0.0
3976,4176,ch2k_SW98STP01_86,iso2k_50,1.0,0.5188380044682307
3980,4546,ch2k_DA06MAF02_104,iso2k_1748,1.0,0.0
3983,4284,ch2k_CO03PAL01_110,iso2k_507,1.0,0.0
3986,4438,ch2k_CH98PIR01_116,iso2k_1229,1.0,0.0
3991,3994,ch2k_XI17HAI01_128,ch2k_XI17HAI01_136,1.0,0.0
3991,4551,ch2k_XI17HAI01_128,iso2k_1762,1.0,0.010402712124816737
3992,3993,ch2k_XI17HAI01_130,ch2k_XI17HAI01_134,0.9999999999999999,0.0
3994,4551,ch2k_XI17HAI01_136,iso2k_1762,1.0,0.010402712124816737
3995,3999,ch2k_DE14DTO03_140,ch2k_DE14DTO01_148,0.9484736035921149,0.0
3997,4453,ch2k_QU06RAB01_144,iso2k_1311,0.9998938624989858,1.3265164823623186
4000,4499,ch2k_KU00NIN01_150,iso2k_1554,1.0,0.0
4000,4500,ch2k_KU00NIN01_150,iso2k_1556,0.9995653924115724,0.0
4014,4015,ch2k_EV18ROC01_184,ch2k_EV18ROC01_186,1.0,0.0
4016,4305,ch2k_CA13SAP01_188,iso2k_569,1.0,0.038808523132686956
4018,4210,ch2k_HE13MIS01_194,iso2k_211,0.9277960229464544,0.18098363234620218
4018,4211,ch2k_HE13MIS01_194,iso2k_213,0.993099103724861,0.18098363234620218
4020,4021,ch2k_ZI15IMP02_200,ch2k_ZI15IMP02_202,1.0,0.0
4022,4532,ch2k_PF04PBA01_204,iso2k_1701,1.0,0.0
4022,4533,ch2k_PF04PBA01_204,iso2k_1704,1.0,0.0
4026,4288,ch2k_CO03PAL05_212,iso2k_515,1.0,0.0
4031,4317,ch2k_MO06PED01_226,iso2k_629,1.0,1.126602565892204
4035,4249,ch2k_OS14UCP01_236,iso2k_350,1.0,0.0
4039,4542,ch2k_HE10GUA01_244,iso2k_1735,0.9999993709991193,0.0
4046,4047,ch2k_DR99ABR01_264,ch2k_DR99ABR01_266,1.0,0.0
4046,4188,ch2k_DR99ABR01_264,iso2k_91,1.0,0.0
4047,4188,ch2k_DR99ABR01_266,iso2k_91,1.0,0.0
4048,4488,ch2k_LI06RAR02_270,iso2k_1500,1.0,0.0
4052,4053,ch2k_ZI15TAN01_278,ch2k_ZI15TAN01_280,1.0,0.0
4062,4502,ch2k_AS05GUA01_302,iso2k_1559,1.0,0.0
4063,4596,ch2k_FE09OGA01_304,iso2k_1922,1.0,0.0
4067,4328,ch2k_GU99NAU01_314,iso2k_702,0.9755996990643612,4.70176061145538
4067,4329,ch2k_GU99NAU01_314,iso2k_705,1.0,4.70176061145538
4070,4290,ch2k_CO03PAL10_324,iso2k_519,1.0,0.0
4072,4073,ch2k_ZI15IMP01_328,ch2k_ZI15IMP01_330,1.0,0.0
4076,4077,ch2k_RO19YUC01_338,ch2k_RO19YUC01_340,1.0,0.0
4084,4293,ch2k_CO03PAL09_358,iso2k_525,1.0,0.0
4087,4203,ch2k_KI04MCV01_366,iso2k_155,0.9999999999999999,0.0
4091,4177,ch2k_BA04FIJ02_382,iso2k_52,1.0,0.5087587517215614
4092,4289,ch2k_CO03PAL06_386,iso2k_517,1.0,0.0
4096,4365,ch2k_GO12SBV01_396,iso2k_870,0.9999273240076922,3.209089318097252
4098,4406,ch2k_CA07FLI01_400,iso2k_1057,0.9999999999999998,0.0
